城市,年份,文本内容,economic_growth_goal
上海市,2016,"         
	上海市市长杨雄



　　做好2009年工作，要在以胡锦涛同志为总书记的党中央坚强领导下，高举中国特色社会主义伟大旗帜，坚持以邓小平理论和“三个代表”重要思想为指导，深入贯彻落实科学发展观，全面贯彻落实党的十七届三中全会和中央经济工作会议精神，按照九届市委六次全会要求，立足扩内需、全力保增长、坚持调结构，扎实推进各项工作，确保经济平稳较快发展，确保民生持续得到改善，确保社会和谐稳定，确保世博会筹办有序进行。 



　　[综合考虑各方面因素，今年全市经济社会发展的主要预期目标是：全市生产总值增长9%左右，全市地方财政收入增长6%，全社会研究与开发经费支出相当于市生产总值的比例继续提高，万元生产总值综合能耗进一步下降，环保投入相当于市生产总值的比例继续保持在3%左右，城镇登记失业率力争控制在4.5%左右，城市和农村居民家庭人均可支配收入持续稳定增长，居民消费价格指数与国家价格调控目标保持衔接。] 



　　2009年要着力做好以下六方面工作： 

　　（一）加快发展方式转变和结构调整，继续保持经济平稳较快发展 

　　把保持经济平稳较快发展作为全年经济工作的首要任务，把扩大内需作为保增长的根本途径，审时度势，采取果断有力措施，千方百计保增长。积极扩大投资需求，提前启动实施一批重大基础设施项目、民生与社会事业工程和“三农”项目，支持重大产业项目加快建设。着力扩大消费尤其是居民消费，进一步鼓励和促进住房消费，促进房地产市场稳定健康发展。积极培育新的消费热点，支持扩大文化娱乐、教育培训、体育健身等消费，发展社区商业、物业、家政等服务性消费，促进节假日和会展消费，健全流通网络，推动消费结构升级。 



　　尽力帮扶企业渡过难关。帮企业，就是保发展、保就业、保稳定、保后劲。加快落实已经出台的支持企业发展的各项政策，落实对中小企业担保、贴息等扶持政策，建立多层次中小企业担保基金，支持中小企业改制上市，鼓励企业技术进步和产品升级转型。建立和完善政府部门与各类企业经常性沟通联系制度，及时了解、把握、分析企业发展情况，适时研究采取力度更大的政策措施，帮助企业克服一时困难，切实加强和改进对企业的服务。 



　　把加快发展方式转变和结构调整作为保增长的主攻方向，以推进信息化带动先进制造业、现代服务业融合发展，加快形成服务经济为主的产业结构。大力推进上海国际金融中心建设。积极配合国家金融管理部门，以金融市场体系建设为核心，以金融创新先行先试、优化金融发展环境为重点，促进金融业发展。以扩大市场规模、完善市场结构、推进市场开放为抓手，增强各类金融市场的功能，着力推动债券市场、期货市场、融资租赁市场的新发展，探索推进柜台交易市场建设。围绕支持和服务经济发展，积极促进各类金融产品和工具创新，提升金融服务的效率和水平。集聚金融资源，重点吸引外资金融机构、股权投资机构、风险投资机构、资金资产管理机构等，开展人民币用于国际贸易结算试点。加快集聚金融人才，加强陆家嘴金融城、外滩金融产业带建设，继续营造良好的金融生态环境。进一步健全金融稳定工作机制，切实防范和化解各类金融风险。依托上海国际航运中心建设，加快发展现代航运服务体系，支持开展船舶融资、航运保险等服务。促进邮轮经济发展。拓展洋山保税港区功能，探索在保税港区进行服务业对外开放创新试点，继续发挥外高桥保税区和港区的作用，充分发挥西北物流园区保税物流中心功能，加快北外滩等航运服务集聚区提升发展。积极争取设立国际航运发展综合试验区，探索船籍登记制度创新。大力发展总部经济和总集成、总承包、研发、设计、物流、采购、营销、租赁等生产性服务业。加快发展数字出版、软件、动漫、互联网视听服务等产业，推动文化产业与信息服务业互动融合发展。促进会计、审计、法律、咨询、评估等专业服务业、中介服务业加快发展。大力推进上海国际贸易中心建设，进一步完善政策、开放市场、创造环境，加快推动内外贸业务相互融合，着力完善商贸业布局，鼓励企业积极利用跨国公司全球采购网络，实现国际、国内两个市场功能互补。积极发展旅游业、会展业和创意产业。有序推进重点区域商务楼宇的开发供应，大力推进现代服务业集聚区和生产性服务业功能区的建设。 



　　以提升产业国际竞争力为目标，积极发展先进制造业。继续巩固提升支柱工业，加快推动华虹“909”工程升级改造项目、上汽临港自主品牌汽车、化工区拜耳增资项目、外高桥船厂海洋工程装备等一批重点产业项目建设。立足国家战略，发展壮大航空、航天、生物医药等战略产业，加快建设长兴岛造船基地、航空航天基地，推动高技术船舶工程配套等一批重大项目建设。着力振兴装备制造业，继续推进临港装备产业基地建设，力争在核电、轨道交通装备等项目的研制和生产上取得新突破。积极对接国家重点产业振兴规划，在钢铁、汽车、造船、石化、装备制造、电子信息等重点领域，推动一批重点项目列入国家规划。抓住本市成为国家首批信息化与工业化融合先行试验区的契机，完善企业信息化公共服务平台，加快推进重点行业大企业的信息技术应用，大力推进电子商务发展。综合运用经济、法律、行政等手段，坚决淘汰高污染、高能耗、高危险、占地多、效益低的落后产能。 



　　大力推进资源节约和环境保护。严格实施建设项目能耗审核制度，强化强制性能效标准和能效标识制度，严把高耗能建设项目和高耗能产品准入关。继续大力实施重点节能工程，加强节能目标责任考核。积极稳妥推进资源价格改革。继续实施东海大桥海上风电示范项目等风电工程，建设世博光伏发电项目，加大新能源和可再生能源开发利用力度。完善城乡规划和土地利用规划体系，切实加强规划管理与执法。落实最严格的土地管理制度，以节约集约用地为核心，着力探索耕地得到切实保护、发展用地得到切实保障、土地效益得到切实发挥、农民权益得到切实维护的土地管理新格局。加快青草沙水源地建设。鼓励和引导节水、节材，积极推进清洁生产和循环经济发展。继续加强城市地下空间的规划、建设、使用和管理。深入推进国家环境保护模范城市创建工作。启动实施第四轮环保三年行动计划。加强水环境治理与保护，建成竹园第一污水处理厂升级改造工程等一批污水处理厂网和污泥处理工程，开工建设白龙港污水处理厂扩建二期工程。加强大气环境治理与保护，提前实施国家第Ⅳ阶段机动车污染物排放控制标准，全面完成电厂燃煤机组烟气脱硫，开始启动脱硝工作。强化污染减排目标管理责任制，二氧化硫和化学需氧量排放量进一步下降。加强噪声污染控制和固体废物利用与处置，完成高速公路、城市快速干道沿线900个噪声敏感点的治理，实施江桥生活垃圾焚烧厂技改扩能工程。加快推进吴泾等工业区环境综合整治，全面落实郊区工业区污水治理等环境基础设施建设任务。基本建成辰山植物园，进一步加强外环生态专项工程等生态绿化建设。 



　　（二）大力加强自主创新，继续推进创新型城市建设 

　　科技是第一生产力。保持经济持续发展，根本上要靠科技创新。深化与科技部、中科院的合作，聚焦重点，加快自主创新和科技成果产业化步伐。加快推进大型飞机国家重大专项，组织实施极大规模集成电路制造装备及成套工艺重大专项，积极参与“核高基”等重大专项任务，努力争取承担更多的国家重大专项任务，加强配套资金投入、人才引进、知识产权保护等方面的机制创新，全力配合保障国家重大专项任务的实施。加快启动一批市级重大专项。聚焦重点产业领域，启动实施一批科技成果产业化重点项目，加快高技术产业化基地建设。采用财政贴息等措施，支持重点技术改造项目。加快落实世博科技行动计划。 



　　加大对全社会各类创新活动的支持力度。充分发挥企业在自主创新中的主体作用，完善鼓励企业增加研发投入的机制，支持高校、科研院所与企业合作开展科技创新，促进产学研有效结合。进一步完善支持自主创新的政策措施，重点落实政府采购自主创新产品、技术开发费用150%加计扣除、发展创业投资引导基金、知识产权质押等政策，激发企业创新动力。深化科技体制改革，加强政府创新资源的统筹，优化科技专项经费的使用，提高政府性资金的投入效益。加快科技创新中介服务发展。推进船舶与海洋工程国家实验室和新药研究、深海科技研究等国家级研发基地建设。加快上海超级计算中心建设。推进中科院浦东科技园建设。深化大学校区、科技园区、公共社区三区联动，加快推进国家创新型试点城区建设。支持基础研究、前沿技术研究和社会公益性技术研究。贯彻实施知识产权战略，进一步加大知识产权保护力度。加强科学知识普及，提高市民科学素质。 



　　加大吸引人才、培养人才的力度。人才资源是第一资源。当前是引进和储备人才的好时机，要继续实施海外人才引智工程，大力引进“四个中心”建设急需的紧缺人才。实施更加开放的人才引进政策，出台人才居住证与户籍衔接办法，为人才流动提供高效便捷服务。实施人才安居工程，加大奖励力度，完善医疗保障、子女就学等相关政策，创造适宜人才创新创业和生活居住的良好环境。以重大产业项目、重大工程建设、重大科技攻关等为载体，完善领军人才培养机制，加强领军人才开发和创新团队建设。进一步加强工学结合、校企合作，加快培养高技能人才。以推进实施聘用制度和岗位管理制度为重点，深化事业单位人事管理制度改革，完善充分激发人才创新活力的体制机制。 



　　（三）加快办成一批群众热切期盼的实事大事，继续推进以改善民生为重点的社会建设 

　　越是经济形势严峻，越要关注和改善民生。把全面加强就业工作放在首要位置，坚持更加积极的就业政策，新增就业岗位50万个。实施稳定岗位特别计划，对经营困难的企业，给予岗位补贴和社会保险费补贴，引导企业实行更加灵活的工时制度，尽量保留岗位，少减员，履行社会责任。实施职业培训特别计划，充分发挥职业见习、培训补贴等政策的作用，帮助高校毕业生提高技能，切实解决好毕业生特别是经济困难学生的就业问题。实施就业援助特别计划，加大就业补贴力度，促进就业困难人员就业，及时帮助零就业家庭解决就业困难。以创业带动就业，整合扶持创业的政策和资源，重点扶持处于初创期的小企业、个体工商户等积极创业。加强对来沪从业人员的就业服务，稳定就业，确保工资按时足额发放。加强对企业停产歇业和破产倒闭的预警监测，完善企业欠薪保障金垫付机制，妥善处理企业劳动纠纷。健全政府主导、工会和企业代表参加的劳动关系三方协调机制，促进劳动关系和谐发展。 



　　坚持保基本、广覆盖、分层次、可持续，完善社会保障体系。从1月1日起，按照2008年人均基本养老金10%的水平，提高城镇退休人员基本养老金。扩大城镇职工基本社会保险参保人群，促进保障资金可持续发展。完善城镇居民基本医疗保险制度相关政策。完善小城镇社会保险制度，适当提高养老保险和医疗保险待遇。贯彻国家有关社会保险政策，调整完善来沪从业人员综合保险制度。完善生育保险和工伤保险制度。稳步发展企业年金，鼓励发展商业保险。进一步完善城乡低保政策，加强对低收入家庭的补贴和救助。加大医疗救助力度，开展对救助对象在就医期间进行救助的试点。继续推进社区综合帮扶工作。有序解决历史遗留的特殊群体的基本保障问题。推动老龄事业发展，把社区居家养老服务对象扩大到21万人，新增养老床位1万张，探索建立老年护理保险制度，完善老年人照料服务和优待措施，营造敬老、爱老、助老的社会氛围。贯彻落实《中共中央国务院关于促进残疾人事业发展的意见》，加强为残疾人服务，改善残疾人生活，促进残疾人的社会参与和全面发展。大力发展慈善事业，积极培育各类慈善组织，加快经常性社会捐助接收点建设。坚持和完善按劳分配为主体、多种分配方式并存的分配制度。 



　　下大力气解决人民群众的住房和交通问题。继续推进住房保障体系建设。抓好廉租住房配租工作，对符合条件的困难家庭做到应保尽保。加大廉租房源筹措力度，逐步提高实物配租比例。建设经济适用住房，是特大型城市完善住房保障体系的重要措施之一。坚持政府主导，完善市场运作，继续开工建设一批经济适用住房，逐步解决中低收入家庭的居住困难。开展经济适用住房轮候供应试点，在实践中完善经济适用住房管理试行办法。实施旧区改造既是关系民生的工程，也是事关发展的重要任务。坚持创新机制，继续完善政策，采取多种办法，尽最大努力推进旧区改造。坚持行业公益性与运作市场化相结合，推进新一轮公交行业改革，努力为人民群众提供便捷、安全、经济、可靠的出行条件。完成优先发展城市公共交通三年行动计划，进一步加大政府对公共交通的投入力度，继续加快轨道交通、公交专用道和公交枢纽建设，调整优化地面公交线网，加强地面公交与轨道交通的衔接。完善公交扶持政策，继续采取扩大换乘优惠、统一城乡票价结构等多种措施，降低市民公交出行成本。进一步改善公交行业一线职工工作条件和待遇。加强出租汽车行业市场监管，促进出租汽车行业稳定健康发展。 



　　推进社会事业改革发展。制订实施本市中长期教育改革和发展规划纲要。加快中心城区优质教育资源向郊区辐射，促进义务教育优质均衡发展。深化中小学教育教学改革，推进实施素质教育。继续改善来沪从业人员子女学校办学条件，进一步提高来沪从业人员子女进入公办学校就读的比例。推进高校“985工程”和“211工程”三期建设，加强学科建设，优化学科布局，加强本科生教育，提高高校办学水平，促进高等教育内涵发展。适应产业结构调整和就业需求变化，进一步整合职业教育资源，加强职业学校基础能力建设。积极发展学前教育，新建60所幼儿园。重视发展特殊教育。完善社区教育网络，积极发展终身教育。完善政策措施，促进民办教育健康发展。推动医疗卫生改革发展。加强公共卫生体系建设，提高公共卫生服务能力和突发公共卫生事件应急处置能力。开展爱国卫生运动，继续推进健康城市建设，提高市民健康意识。在全社会提倡控制吸烟。深化社区卫生服务综合改革，规范收支两条线管理，全面实施社区基本药品零差率政策，保障社区公共卫生服务经费，提高社区卫生服务中心水平。优化三级医院布局，以医疗卫生信息化为切入点，推进医疗资源纵向整合，充分发挥三级医院在本市医疗服务体系中的引领和带动作用。进一步理顺医疗价格体系。完善医疗机构准入管理政策，引导社会力量办医规范有序发展。大力发展中医药事业，制定促进中医药事业发展政策。加快妇幼卫生事业发展，推进市第一妇婴保健院迁建等项目建设。推动文化创新发展，加快文化大都市建设。以社区文化活动中心为重要载体，大力推进公共文化服务体系建设，更好地满足群众公共文化需求。加大支持力度，鼓励传统剧种、高雅艺术进学校、进企业、进社区，促进上海交响乐团等文艺院团提升水平。推进世博演艺中心、文化广场改造工程等重大文化项目建设，加快把大世界打造成为传承民族民俗民间优秀文化的中心，实施有线电视数字化整体转换等文化工程。推进文化体制改革，着力营造更加开放的文化发展环境。繁荣广播影视、新闻出版和文艺创作。加强非物质文化遗产、历史文化风貌区和优秀历史建筑保护，推进苏州河、黄浦江沿岸近现代工业文化遗存开发利用。积极发展哲学社会科学，加强决策咨询研究工作。整合档案信息资源，加强档案信息服务。大力发展体育事业，推进上海东方体育中心等重要体育设施建设，加快改造徐家汇体育中心，积极参加第十一届全国运动会，推动群众体育活动蓬勃开展。积极发展妇女儿童事业，依法保障妇女儿童合法权益。完善计划生育公共服务体系和利益导向政策体系，稳定低生育水平，加强出生缺陷预防工作，提高出生人口素质。 

　　加强社会管理，保持社会和谐稳定。继续推进社区建设，提高基层为民办事能力。强化社区事务受理服务中心标准化建设，规范服务和运行机制，提高“一门式”服务水平。做好居委会、村委会换届选举工作，完善居民、村民自治，扩大基层民主。加强和改进人口管理工作，强化实有人口居住地管理，完善实有人口服务和管理的体制机制。推进实有人口信息系统建设，加强人口信息资源共享。完善居住证配套政策，更好地为来沪人员提供服务。高度重视城市公共安全，进一步提升保障城市公共安全的能力。健全突发公共事件应急管理体制机制，推进应急平台建设。强化安全生产监管，加大危险化学品监管力度，着力消除事故隐患，确保不发生有严重社会影响的重特大事故，确保安全生产始终处于受控状态。强化食品生产、流通、消费全过程监管，严格药品和医疗器械动态监管，加强食品、药品监督和安全评价工作，切实保障食品药品安全。加强社区防灾减灾工作。探索建立公开、公正、公平的信访终结机制和基层信访代理机制、社会稳定风险评估机制，进一步加大人民调解组织化解矛盾纠纷的力度，尽最大努力把矛盾纠纷化解在基层、解决在萌芽状态。加强法制宣传教育和法律援助，引导群众依法维权，预防和妥善处置群体性事件。继续推进平安建设，加强社会治安综合治理，依法防范和打击违法犯罪活动，切实保障人民生命财产安全。坚持培育发展和管理监督并重，增强社会组织自我发展、自我管理的能力，充分发挥社会组织在扩大群众参与、反映群众诉求、提供公共服务等方面的作用。推进社会工作者队伍建设。 



　　支持工会、共青团、妇联等人民团体充分发挥密切联系群众的桥梁纽带作用和参与社会事务管理的作用。促进民族团结。依法管理宗教事务。进一步加强对台工作。鼓励支持海外侨胞、归侨侨眷参与上海现代化建设。增强全民国防观念，加强国防动员建设，积极支持国防和军队建设。深化双拥共建，进一步提高优抚安置工作水平，巩固军政军民团结。 



　　（四）全力以赴做好世博会筹办各项工作，继续提升城市建设与管理的现代化水平 

　　今年世博会筹办进入临战状态。要加强对世博会筹办工作的领导，完善筹办工作的领导体制，举全市之力，扎实推进各项筹办工作。坚持科学办博、勤俭办博、廉洁办博、安全办博，按照各项筹办工作的节点目标和要求，切实完成各项任务。建成园区基础设施和主要场馆。完成招展工作，加强与各参展方的协调、沟通和服务，推动各参展方围绕“城市，让生活更美好”的世博会主题进行布展。认真策划世博会期间的各种峰会、论坛和主题演绎活动方案。发布世博会会歌和海报，加强国内外宣传推介，进一步扩大上海城市和世博会的国际影响力和吸引力。启动世博会志愿者招募和培训。制定并完善世博会举办期间的园区运行、交通通信、住宿餐饮、食品安全、医疗卫生等运营组织方案。认真落实世博会安全保障责任和措施，完善各类应急预案，加强实战演练，有效预防和处理各类突发事件。 



　　继续加快枢纽型、功能性、网络化重大基础设施建设，完善城市功能，迎接世博会举办。开展小洋山西港区工程的前期工作，加快优化完善综合集疏运体系。加快建设虹桥国际机场扩建工程，进一步提升上海航空港的中转功能和枢纽地位。加快京沪高速铁路和沪宁城际铁路上海段、虹桥综合交通枢纽及配套快速路建设。大力推进轨道交通基本网络建设，建成并投入运营轨道交通7号线、8号线二期、9号线二期和11号线北段一期，轨道交通运营线路总长达到350公里左右。加快机场高速、崇启通道、沪苏高速、沪杭高速上海段改建等高速公路路网工程建设。继续加强赵家沟、大芦线航道整治，启动苏申外港线、杭申线航道整治工程。建成长江隧桥工程和西藏南路、人民路、新建路、打浦路复线等一批黄浦江越江工程。推进外滩等地区综合交通改造和交通枢纽建设，进一步优化中心城区路网系统。加强道路交通智能化建设，不断优化城市交通组织管理。全面实施信息基础设施能级整体提升工程，完善城市信息安全保障体系。加快电网、天然气管网建设。继续加强黄浦江两岸地区规划和土地控制，以服务世博为主线，积极有序推进重点地区开发。 



　　推进实施迎世博600天行动计划，以良好的城市面貌和人文环境迎接世博会，努力让上海的每个地方都生机勃勃地演绎世博会主题。加大市容环境综合治理力度，规范户外广告和店招店牌，清洁建筑立面、中小道路和重点水域，整治建筑渣土乱倒，提升公园品质，优化绿化景观，使市容市貌有明显改观。加强城市交通组织管理和运行服务保障，深入实施城市网格化管理，综合治理乱设摊、乱搭建、乱张贴等城市管理顽症，形成依法治理长效机制，使城市管理有明显改善。强化窗口服务行业管理，加强岗位培训，开展服务满意度评价，推进规范服务，提高交通运输、商业娱乐、旅游接待、社会服务等领域窗口行业的服务质量和水平，使各项窗口服务有明显优化。广泛开展“迎世博、讲文明、树新风”活动，在全社会普及文明礼仪，积极推进群众性精神文明创建活动，加强志愿者队伍建设，使城市文明程度有明显提高。加强市民道德教育，大力培育文明风尚，着力革除不文明陋习，使市民文明素质和精神面貌有明显提升。加大宣传动员的广度、深度和力度，引导人人从我做起、从小事做起，在全社会营造人人参与世博、人人服务世博、人人奉献世博的氛围，以创意、和谐、快乐的行动，办好一届成功、精彩、难忘的世博会。 



　　中国2010年上海世博会是国家主办、上海承办的全球盛会。立足全局办世博，搭建全国办博大平台，创造更好条件，提供更好服务，为全国各省区市和港澳台地区参展世博会提供最大便利。充分发挥世博会对全国改革开放和现代化建设的推动作用，与兄弟省区市共办世博会、共享世博会带来的发展机遇和成果。 



　　（五）大力推进农村改革发展，继续加快城乡一体化进程 

　　积极推进农村改革创新，完善城乡经济社会发展一体化体制机制。稳定和完善土地承包关系，依法保障农民对承包土地的各种权利。加强土地承包经营权流转管理和服务，按照依法自愿有偿原则，允许农民流转土地承包经营权，发展多种形式的适度规模经营。改革征地制度，完善征地补偿机制。探索农村集体建设用地流转办法。健全政策性农业保险制度，进一步完善农业再保险和风险分散机制。鼓励发展适合农村特点和需要的各种金融服务，继续推进村镇银行和小额贷款公司试点，引导更多信贷资金和社会资金投向农村。 



　　大力推进农村基础设施建设和社会事业发展。加大投入，完善政策，加快建设与农民生产生活直接相关的基础设施。加大农村道路建设和危桥改造力度，推进行政村“村村通公交”。加快农村自来水管网改造。加强自然村落综合整治，完成100个村庄改造工作，注重保护乡土风貌和水乡景观。推进低收入农户危房改造。继续推进“清洁家园”建设，加强农业面源污染综合整治，加大农村生活污水处理力度，完成1000公里村沟宅河综合整治，切实改善农村环境。以基础较好的新城为重点，加强产业、居住、社会事业、基础设施和生态环境配套发展，加快推进新城、重点新市镇的建设和发展。强化郊区农村社会事业资源配置，促进郊区农村社会事业加快发展。在郊区新城和人口导入区建设若干三级医院，提升部分区县中心医院的能级。完成郊区农村48个社区卫生服务中心和426个村卫生室的标准化改造，进一步完善郊区农村医疗卫生服务网络。在郊区人口导入比较密集的地区集中力量建设中小学校和幼儿园，新建若干所优质高中，推进郊区中等职业学校建设，提高郊区农村各级各类教育发展水平。加快农家书屋等郊区农村公共文化、体育设施建设，推进农村有线电视户户通工程，丰富农民精神文化生活。有序推进村级行政事务代理点建设。 



　　积极发展现代农业。加快转变农业发展方式，大力发展高效生态农业。制定实施农业布局规划，继续推进标准化设施农田建设，增强农业综合生产能力。按照服务农民、进退自由、权利平等、管理民主的要求，扶持农民专业合作社加快发展。鼓励有条件的地区发展家庭农场。积极培育农业社会化服务组织，鼓励龙头企业与农民建立紧密型利益联结机制，着力提高农业组织化程度。加强农产品市场体系建设，推动农产品产销对接。加快农业科技创新，加强农业技术推广普及。健全农业投入保障制度，保证各级财政对农业投入增长幅度高于经常性收入增长幅度。健全补贴制度，完善与农业生产资料价格上涨挂钩的农资综合补贴动态调整机制。对农业生产区域实行倾斜保护政策，对粮食、油料、蔬菜等生产量大的区县加大转移支付力度。制定实施相关政策，完善生态补偿机制。 



　　千方百计拓宽农民增收渠道，积极促进农民持续增收。以中青年农民为重点，加强职业技能培训，大力促进非农就业。采取多种措施，积极帮助低收入农户实现非农就业。全面落实农村社会养老保险区县统筹，逐步提高农民养老金水平。完善农村最低生活保障政策。加强和完善新型农村合作医疗制度，坚持个人缴费、集体扶持、政府补助相结合，逐步提高统筹层次、筹资水平和报销比例。积极拓展农业功能，延长农业产业链，鼓励发展乡村旅游和农家乐，大力挖掘农业内部增收潜力。探索村集体经济组织产权制度改革，增加农民财产性收入。 



　　（六）深入推进改革开放，继续发挥浦东综合配套改革试点的示范带动作用 

　　着力推进体制机制创新。进一步推进国资国企改革发展，深化国有企业公司制股份制改革，推动国有企业开放性、市场化重组联合，鼓励优势企业在国内外市场收购兼并，壮大实力。推进国有企业主业与辅业分离，推动优势资源向主业集中，提高主业竞争力。分类完善国有企业法人治理结构，落实董事会权责，推进外部董事试点，加大企业高级管理人员市场化选聘力度。贯彻落实企业国有资产法，完善国有资产监管制度。认真落实支持非公有制经济发展的各项政策措施，以推进市场准入、加强融资支持为重点，促进非公有制经济特别是民营经济发展。积极研究创意产业、商业贸易等领域新兴业态发展规则和财政扶持政策，有针对性地鼓励新兴业态发展。加快现代市场体系建设，进一步发展资本、技术、人才、产权等全国性、区域性要素市场。继续加强市场监管，强化产品质量、计量标准和特种设备管理，深入整顿和规范市场秩序，发挥消费者组织的社会监督作用，依法严厉打击制假售假、虚假广告、商业欺诈、无证无照经营等行为。继续推进社会诚信体系建设，营造公平竞争、规范有序的市场环境。 



　　深入推进浦东综合配套改革试点。突出重点，先行先试，在自主创新、政府职能转变、社会建设等方面率先突破，发挥体制创新的示范带动作用。聚焦张江高新区，优化管理体制和运行机制，整合资源，在高新技术产业化、产学研有效结合、科技投融资体制等方面加大创新力度，放大政策效应。着力转变政府职能，在行政审批制度改革、行政事业性收费改革等方面再先行一步，加快形成适应现代服务业和先进制造业发展的政府管理模式。加强社会管理体制机制创新，促进城乡社会事业均衡发展，努力在社会建设上走在全国前列。依托浦东，积极推进“四个中心”建设和现代服务业发展的重大改革举措先行先试。着力改变城乡二元结构，推进土地管理制度和农村集体资产管理制度改革试点。 



　　积极应对外部需求减弱的影响，全力做好外经贸工作。继续保持利用外资良好势头，加快引进国外先进技术和管理理念，大力吸引跨国公司地区总部、投资性公司、营运中心和研发中心，积极引进外商投资的先进制造业与现代服务业企业，积极发展离岸服务外包，支持外资企业上市。加强政府服务，促进外商投资企业健康运行。继续推进部市合作，促进金融保险、交通运输、文化教育等领域服务贸易发展。保持对外贸易稳定增长，大力拓展新兴市场，扩大具有自主知识产权、自主品牌产品和高新技术产品出口，帮助有潜力的出口型中小企业解决实际困难，增加国内需要的先进技术装备、重要能源资源和关键零部件进口。整合海关特殊监管区域功能，拓展出口加工区研发设计、售后服务等功能，促进加工贸易转型升级。进一步增强口岸服务功能，做好洋山、外高桥、长兴岛的新建成港区口岸对外开通启用工作。支持有条件的企业开展对外投资和跨国经营，加强对外投资合作的风险防范。继续扩大与港澳台地区的经贸往来与合作。充分发挥地方外事工作服务国家总体外交和上海经济社会发展的作用。 



　　切实做好服务长江三角洲、服务长江流域、服务全国的工作。按照国家统一部署和规划，坚持政府引导、多方参与，以市场为基础、以企业为主体，进一步完善合作机制，拓宽合作领域，深化合作内容，促进长三角地区加快实现科学发展、和谐发展、率先发展、一体化发展。以推进长江“黄金水道”建设为重点，加强与长江流域兄弟省市的合作发展。加强与中西部地区经济技术合作，积极参与东北地区等老工业基地改造。按照中央要求，根据受援地区实际需求，做好对口支援工作。继续做好对口支援都江堰市灾后重建工作，推进建设一批公共服务设施、基础设施和产业项目，协助当地发展特色经济，加强工程项目管理，及时向社会公布资金使用情况，尽力帮助都江堰人民重建美好家园。 



　　三、进一步加强政府自身建设 

　　困难的环境中，更要加强政府自身建设，切实提高政府的服务水平和行政效率。以开展深入学习实践科学发展观活动为契机，紧紧围绕建设服务政府、责任政府、法治政府和廉洁政府，坚持以人为本、执政为民，以政府职能转变为核心，推进政府管理创新，加快把上海市建设成为全国行政效率最高、行政透明度最高、行政收费最少的行政区之一。 



　　（一）加快推进政府职能转变，全面正确履行政府职能 

　　越是加强政府调控，越要加快政府职能转变。进一步理顺政府与企业、市场、社会的关系，着力推进政企分开、政资分开、政事分开、政府与市场中介组织分开。结合机构改革，全面推进政府部门与下属企业脱钩，积极稳妥推进部门所属事业单位改革。进一步梳理各部门职能，对应该由企业决定、市场机制调节及行业协会和中介机构自我管理的事项，政府要坚决放开。积极稳妥推进区县政府机构改革。 



　　加快转变政府管理经济社会事务的方式。综合运用规划、财政、土地、环保等调控手段，推动产业结构调整和经济发展方式转变。完善市场运行规则，规范市场执法，加强对各类市场主体的监督和管理。改进社会管理方式，最大程度地整合各种社会资源和社会力量，共同参与社会治理。更加重视基层建设和基础工作，鼓励、支持、帮助基层创造性地开展工作，推动基层更好地为民办事。加大政府购买服务的力度，鼓励更多的行业协会、中介机构等参与公共产品和服务的提供。 



　　进一步完善公共财政体系。经济困难时期，更要有保有压，从紧安排财政预算，着力优化财政支出结构。加大对重大建设项目、民生保障和“三农”等方面的投入，严格控制行政经费增长，做到会议、接待、出国、公车等四项费用零增长，严格控制机关信息化重复建设。加快部门预算改革，完善零基预算管理模式，深化非税收入分类管理。加快推进国库集中支付改革，拓展国库单一账户覆盖范围。按照财力与事权相匹配的原则，进一步完善市与区县财税体制。健全转移支付制度，规范转移支付程序和办法。加快完善街镇财力保障体制。 



　　（二）着力提高行政效率和行政透明度，更好地为群众和企业服务 

　　继续推进行政审批制度改革和行政事业性收费改革。结合投资体制改革，依法取消和调整一批审批事项，进一步完善企业投资审批管理程序。大幅度简化招拍挂用地建设工程审批环节，提高审批效率。进一步创新审批方式，着力扩大并联审批、告知承诺、联合年检等改革措施的实施范围。结合建设全市统一的网上行政审批管理和应用平台，积极发展电子政务，推动政务信息资源开发利用和共享交换，切实增强政府网上服务功能和跨部门协同服务能力。继续严格清理和规范行政事业性收费，加强对收费事项合法性、正当性的定期审查，依法从严控制新增收费。 



　　着力提高行政透明度。依法在更大范围、更深层次上推进政府信息公开，加大教育、医疗等与群众利益密切相关领域的信息公开，健全环境保护、食品药品安全等突发公共事件的信息公开机制，完善信息公开渠道，推动信息公开向基层延伸。推进财政性资金公开透明运行，积极稳妥地加大财政预算信息的公开力度。严格规范政府采购程序，加快政府采购信息平台建设，推广通用产品的电子采购，切实加强对政府采购的监督。充分运用网络技术，逐步建立社会公共性资金网上运作和实时监控机制，提高资金运行透明度。进一步加大审计公开力度，完善公开机制和程序，及时向社会公开部分专项资金的审计结果，加快推进审计整改情况公开，探索建立审计整改监督检查机制，以公开促整改。 



　　（三）深入推进依法行政和制度建设，切实规范政府行为 

